,date,week_day,month,daily_income,unique_visitors
1389,2022-09-07,2,9,2880.0,5
1390,2022-09-08,3,9,500.0,1
1391,2022-09-09,4,9,1130.0,3
1392,2022-09-10,5,9,2600.0,6
1393,2022-09-11,6,9,3000.0,6
1394,2022-09-12,0,9,200.0,1
1395,2022-09-13,1,9,1130.0,2
1396,2022-09-14,2,9,1150.0,5
1397,2022-09-15,3,9,1200.0,4
1398,2022-09-16,4,9,1300.0,4
1399,2022-09-17,5,9,3000.0,6
1400,2022-09-18,6,9,2230.0,4
1401,2022-09-19,0,9,1630.0,3
1402,2022-09-20,1,9,450.0,2
1403,2022-09-21,2,9,350.0,3
1404,2022-09-22,3,9,900.0,3
1405,2022-09-23,4,9,4540.0,10
1406,2022-09-24,5,9,2360.0,5
1407,2022-09-25,6,9,800.0,1
1408,2022-09-26,0,9,400.0,2
1409,2022-09-27,1,9,1500.0,4
1410,2022-09-28,2,9,0.0,1
1411,2022-09-29,3,9,500.0,2
1412,2022-09-30,4,9,700.0,2
1413,2022-10-01,5,10,4500.0,5
1414,2022-10-02,6,10,1850.0,5
1415,2022-10-03,0,10,600.0,2
1416,2022-10-04,1,10,1200.0,6
1417,2022-10-05,2,10,1100.0,3
1418,2022-10-06,3,10,3050.0,5
1419,2022-10-07,4,10,1850.0,4
1420,2022-10-08,5,10,2780.0,5
1421,2022-10-09,6,10,2650.0,4
1422,2022-10-10,0,10,1500.0,3
1423,2022-10-11,1,10,2250.0,6
1424,2022-10-12,2,10,1200.0,2
1425,2022-10-13,3,10,400.0,2
1426,2022-10-14,4,10,2460.0,8
1427,2022-10-15,5,10,1730.0,4
1428,2022-10-16,6,10,800.0,3
1429,2022-10-17,0,10,2400.0,6
1430,2022-10-18,1,10,5000.0,2
1431,2022-10-19,2,10,2950.0,6
1432,2022-10-20,3,10,3100.0,5
1433,2022-10-21,4,10,2560.0,5
1434,2022-10-22,5,10,2100.0,3
1435,2022-10-23,6,10,950.0,2
1436,2022-10-24,0,10,1100.0,2
1437,2022-10-25,1,10,5100.0,4
1438,2022-10-26,2,10,2000.0,5
1439,2022-10-27,3,10,400.0,1
1440,2022-10-28,4,10,850.0,3
1441,2022-10-29,5,10,700.0,3
1442,2022-10-30,6,10,400.0,1
1443,2022-10-31,0,10,200.0,1
1444,2022-11-01,1,11,1100.0,3
1445,2022-11-03,3,11,1200.0,3
1446,2022-11-04,4,11,3590.0,7
1447,2022-11-05,5,11,1880.0,6
1448,2022-11-06,6,11,2550.0,4
1449,2022-11-07,0,11,1230.0,3
1450,2022-11-08,1,11,1600.0,3
1451,2022-11-09,2,11,0.0,1
1452,2022-11-10,3,11,1650.0,6
1453,2022-11-11,4,11,2800.0,4
1454,2022-11-12,5,11,3030.0,7
1455,2022-11-13,6,11,3250.0,5
1456,2022-11-14,0,11,400.0,1
1457,2022-11-15,1,11,850.0,2
1458,2022-11-16,2,11,2050.0,4
1459,2022-11-17,3,11,2300.0,3
1460,2022-11-18,4,11,950.0,2
1461,2022-11-19,5,11,2250.0,6
1462,2022-11-20,6,11,2230.0,6
1463,2022-11-21,0,11,2500.0,6
1464,2022-11-22,1,11,400.0,1
1465,2022-11-23,2,11,1950.0,3
1466,2022-11-24,3,11,2150.0,5
1467,2022-11-25,4,11,4830.0,7
1468,2022-11-26,5,11,4250.0,9
1469,2022-11-27,6,11,4180.0,9
1470,2022-11-28,0,11,1050.0,3
1471,2022-11-30,2,11,1750.0,4
1472,2022-12-01,3,12,1000.0,3
1473,2022-12-02,4,12,2500.0,3
1474,2022-12-03,5,12,2180.0,6
1475,2022-12-04,6,12,900.0,3
1476,2022-12-05,0,12,800.0,2
1477,2022-12-06,1,12,950.0,3
1478,2022-12-07,2,12,1600.0,6
1479,2022-12-08,3,12,1550.0,4
1480,2022-12-09,4,12,3700.0,6
1481,2022-12-10,5,12,5780.0,11
1482,2022-12-11,6,12,500.0,2
1483,2022-12-12,0,12,400.0,1
1484,2022-12-13,1,12,4140.0,5
1485,2022-12-14,2,12,1700.0,3
1486,2022-12-15,3,12,1100.0,3
1487,2022-12-16,4,12,1350.0,3
1488,2022-12-17,5,12,1930.0,4
1489,2022-12-18,6,12,5570.0,7
1490,2022-12-19,0,12,1150.0,3
1491,2022-12-20,1,12,3430.0,5
1492,2022-12-21,2,12,1700.0,5
1493,2022-12-22,3,12,700.0,3
1494,2022-12-23,4,12,2160.0,3
1495,2022-12-24,5,12,4180.0,8
1496,2022-12-25,6,12,2350.0,2
1497,2022-12-26,0,12,600.0,2
1498,2022-12-27,1,12,2950.0,6
1499,2022-12-28,2,12,3110.0,5
1500,2022-12-29,3,12,4600.0,5
1501,2022-12-30,4,12,5730.0,8
1502,2022-12-31,5,12,450.0,3
1503,2023-01-01,6,1,15210.0,9
1504,2023-01-02,0,1,2350.0,6
1505,2023-01-03,1,1,1300.0,5
1506,2023-01-04,2,1,1300.0,3
1507,2023-01-05,3,1,650.0,2
1508,2023-01-06,4,1,1600.0,3
1509,2023-01-07,5,1,1850.0,4
1510,2023-01-08,6,1,2150.0,4
1511,2023-01-09,0,1,1710.0,5
1512,2023-01-10,1,1,1250.0,3
1513,2023-01-11,2,1,1200.0,3
1514,2023-01-12,3,1,1960.0,5
1515,2023-01-13,4,1,2200.0,8
1516,2023-01-14,5,1,4860.0,9
1517,2023-01-15,6,1,4800.0,10
1518,2023-01-16,0,1,3400.0,7
1519,2023-01-17,1,1,1100.0,6
